system.cpu|system_lag0,system.cpu|system_lag1,system.cpu|system_lag2,system.cpu|system_lag3
0.08375209999999995,0.1670843666666667,0.0,0.08311919999999995
0.08375206666666668,0.08375209999999995,0.1670843666666667,0.0
0.0012626000000000026,0.08375206666666668,0.08375209999999995,0.1670843666666667
0.24999686666666668,0.0012626000000000026,0.08375206666666668,0.08375209999999995
0.08375206666666668,0.24999686666666668,0.0012626000000000026,0.08375206666666668
0.0,0.08375206666666668,0.24999686666666668,0.0012626000000000026
0.3354156666666667,0.0,0.08375206666666668,0.24999686666666668
0.0,0.3354156666666667,0.0,0.08375206666666668
0.08227960000000001,0.0,0.3354156666666667,0.0
0.16917089999999999,0.08227960000000001,0.0,0.3354156666666667
0.0,0.16917089999999999,0.08227960000000001,0.0
0.0008395999999999404,0.0,0.16917089999999999,0.08227960000000001
0.0008395999999999404,0.0008395999999999404,0.0,0.16917089999999999
0.168559,0.0008395999999999404,0.0008395999999999404,0.0
0.16750416666666665,0.168559,0.0008395999999999404,0.0008395999999999404
0.1666645666666667,0.16750416666666665,0.168559,0.0008395999999999404
0.0010547999999999853,0.1666645666666667,0.16750416666666665,0.168559
0.08332909999999998,0.0010547999999999853,0.1666645666666667,0.16750416666666665
0.0818723666666667,0.08332909999999998,0.0010547999999999853,0.1666645666666667
0.0862584,0.0818723666666667,0.08332909999999998,0.0010547999999999853
0.08332909999999998,0.0862584,0.0818723666666667,0.08332909999999998
0.16541350000000002,0.08332909999999998,0.0862584,0.0818723666666667
0.25523926666666663,0.16541350000000002,0.08332909999999998,0.0862584
0.16417076666666666,0.25523926666666663,0.16541350000000002,0.08332909999999998
0.08354113333333335,0.16417076666666666,0.25523926666666663,0.16541350000000002
0.3364850666666666,0.08354113333333335,0.16417076666666666,0.25523926666666663
0.24749986666666665,0.3364850666666666,0.08354113333333335,0.16417076666666666
0.33124893333333333,0.24749986666666665,0.3364850666666666,0.08354113333333335
0.0,0.33124893333333333,0.24749986666666665,0.3364850666666666
0.2508332666666666,0.0,0.33124893333333333,0.24749986666666665
0.24686396666666666,0.2508332666666666,0.0,0.33124893333333333
0.16771406666666666,0.24686396666666666,0.2508332666666666,0.0
0.08438179999999995,0.16771406666666666,0.24686396666666666,0.2508332666666666
0.0012626000000000026,0.08438179999999995,0.16771406666666666,0.24686396666666666
0.16834696666666668,0.0012626000000000026,0.08438179999999995,0.16771406666666666
0.08270046666666668,0.16834696666666668,0.0012626000000000026,0.08438179999999995
0.08354220000000001,0.08270046666666668,0.16834696666666668,0.0012626000000000026
0.08227960000000001,0.08354220000000001,0.08270046666666668,0.16834696666666668
0.08207389999999999,0.08227960000000001,0.08354220000000001,0.08270046666666668
0.0,0.08207389999999999,0.08227960000000001,0.08354220000000001
0.24999366666666667,0.0,0.08207389999999999,0.08227960000000001
0.24875313333333335,0.24999366666666667,0.0,0.08207389999999999
0.16708440000000002,0.24875313333333335,0.24999366666666667,0.0
0.16645146666666666,0.16708440000000002,0.24875313333333335,0.24999366666666667
0.24686396666666666,0.16645146666666666,0.16708440000000002,0.24875313333333335
0.08417190000000001,0.24686396666666666,0.16645146666666666,0.16708440000000002
0.16708436666666662,0.08417190000000001,0.24686396666666666,0.16645146666666666
0.08227960000000001,0.16708436666666662,0.08417190000000001,0.24686396666666666
0.08205153333333333,0.08227960000000001,0.16708436666666662,0.08417190000000001
0.2502067333333333,0.08205153333333333,0.08227960000000001,0.16708436666666662
0.08354220000000001,0.2502067333333333,0.08205153333333333,0.08227960000000001
0.08142183333333335,0.08354220000000001,0.2502067333333333,0.08205153333333333
0.3324958,0.08142183333333335,0.08354220000000001,0.2502067333333333
0.0,0.3324958,0.08142183333333335,0.08354220000000001
0.0012626000000000026,0.0,0.3324958,0.08142183333333335
0.08123953333333334,0.0012626000000000026,0.0,0.3324958
0.25062656666666666,0.08123953333333334,0.0012626000000000026,0.0
0.08144416666666665,0.25062656666666666,0.08123953333333334,0.0012626000000000026
0.2520938,0.08144416666666665,0.25062656666666666,0.08123953333333334
0.41876046666666666,0.2520938,0.08144416666666665,0.25062656666666666
0.16498316666666668,0.41876046666666666,0.2520938,0.08144416666666665
0.0012594333333333374,0.16498316666666668,0.41876046666666666,0.2520938
0.2516761,0.0012594333333333374,0.16498316666666668,0.41876046666666666
0.08545693333333333,0.2516761,0.0012594333333333374,0.16498316666666668
0.0,0.08545693333333333,0.2516761,0.0012594333333333374
0.0,0.0,0.08545693333333333,0.2516761
0.0863029,0.0,0.0,0.08545693333333333
0.16792613333333337,0.0863029,0.0,0.0
0.08480480000000001,0.16792613333333337,0.0863029,0.0
0.08312236666666668,0.08480480000000001,0.16792613333333337,0.0863029
0.16834803333333337,0.08312236666666668,0.08480480000000001,0.16792613333333337
0.0012626000000000026,0.16834803333333337,0.08312236666666668,0.08480480000000001
0.0,0.0012626000000000026,0.16834803333333337,0.08312236666666668
0.08312236666666668,0.0,0.0012626000000000026,0.16834803333333337
0.08185020000000003,0.08312236666666668,0.0,0.0012626000000000026
0.08185020000000003,0.08185020000000003,0.08312236666666668,0.0
0.1668744666666667,0.08185020000000003,0.08185020000000003,0.08312236666666668
